_id,username,orderId,cartItems,totalPrice,paymentDetails,billingAddress.fullName,billingAddress.addressLine1,billingAddress.addressLine2,billingAddress.country,purchaseDate
,ugyyubsg,GQLFcLKBiFTdKc,"[{'_id': 'ywwoqkw21t22rm4lj4o1ocgm', 'asin': 'JP5XO3PQ4U', 'title': 'GzQvqQDZbOidfiqOxNjb kINmgRlfokvx', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.1, 'price': 95.57, 'listPrice': 31.94, 'category_id': 81, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 92, 'reviews': []}, {'_id': 'nfzpbc7oxaav1owqabcf90nr', 'asin': 'ZXDEMTJN3N', 'title': ' fCYTcuWwcMRvow EihlaywcarGC', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 53.16, 'listPrice': 198.64, 'category_id': 53, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 60, 'reviews': []}, {'_id': '0rr91u3ohwd6g8pqd072gw04', 'asin': '15WNZXA5VW', 'title': 'SUhkjpKiDttFzvGetiLiuMU reTEDoLiAClgqUPIgt EspwKl', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.5, 'price': 87.99, 'listPrice': 183.65, 'category_id': 5, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 14, 'reviews': []}]",107.57,327776727663180,ZVTYocDLg eky,JSvnnqEReIWrwR,nLVOwNxtwDUutc,Random Country,2023-09-01T00:00:00.000000+00:00
,jukaorem,a0YP3iUYpGcLKe,"[{'_id': 'zythrwzdmw8cepagb15kv7w0', 'asin': '0JZSNBCAD4', 'title': 'CKQaKmmVMBdQhIqJFjiexVwehvvgYBpzuGRIJpLDuo wamsVEM', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 71.69, 'listPrice': 114.51, 'category_id': 17, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 6, 'reviews': []}, {'_id': 't4rrkpxrrhj9njipmg345g84', 'asin': 'NRQYODDAT7', 'title': 'bpVrGbkBFHcrkaKurpS', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 38.37, 'listPrice': 66.42, 'category_id': 87, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 92, 'reviews': []}, {'_id': '6iz45y1dmdu5ub4kqwkoi4zo', 'asin': '0EP870VH27', 'title': 'VxOlgZNLecSChfdgoBX', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.5, 'price': 66.73, 'listPrice': 54.82, 'category_id': 16, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 95, 'reviews': []}, {'_id': 'rcqh06rxxg8u2inqiabkymrj', 'asin': 'A2O5EP0XFM', 'title': 'ATINFhDtPLtq tVPTczRFvEWq', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.6, 'price': 99.22, 'listPrice': 25.74, 'category_id': 83, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 19, 'reviews': []}, {'_id': 'z7wk24j8ekhmq3yqp9zledd7', 'asin': 'E31T3N7553', 'title': 'HSjAzakMPo udOS', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.1, 'price': 24.58, 'listPrice': 53.01, 'category_id': 1, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 91, 'reviews': []}]",437.43,718566562769686,KGSjv,mAtlCMVTwljjVYHeM,ZADAl,Random Country,2023-09-03T00:00:00.000000+00:00
,anjirfqz,HhlfNIJIWE8khZ,"[{'_id': '896x9ofonps4zwyl90zc6qs3', 'asin': 'FGATVGS24R', 'title': 'WRjQNPN d qzDfVrhDUSxiySoXmBsQOMyNjtvxOfscsWU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.9, 'price': 80.06, 'listPrice': 32.31, 'category_id': 38, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 59, 'reviews': []}, {'_id': 'ky92a115nq6ey6zmk1k08za3', 'asin': 'L2K15MF9EW', 'title': 'qNWuAHWzKkyGuDRuACBEScqBGwCTtJem', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.7, 'price': 39.71, 'listPrice': 85.24, 'category_id': 75, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 1, 'reviews': []}]",288.27,127626171546826,UrasLpfGaHBJCs,kxewjQk wXYCllEjHl,CILMtV,Random Country,2022-09-24T00:00:00.000000+00:00
,olppvkev,GP7ZmCov0A2PGa,"[{'_id': 'g4koo0on0ae6irxt4hlqs0q1', 'asin': '8XPXO39K45', 'title': 'MjxMRhuymd', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.1, 'price': 73.89, 'listPrice': 85.36, 'category_id': 49, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 65, 'reviews': []}, {'_id': 'bujiqcguty12q0l6kha3pnq1', 'asin': '1SONUTC0M9', 'title': 'QMoWTwiCoJCxskuqVLyrgwyaLwTRoaNomzNkr XQhPqs', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 22.24, 'listPrice': 21.53, 'category_id': 4, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 14, 'reviews': []}, {'_id': 'fuwp8mb5jyt18rs0rbzas469', 'asin': 'E1KTYDB3PX', 'title': 'jhnhvvpCrGErcYtZC', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.5, 'price': 87.01, 'listPrice': 29.48, 'category_id': 91, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 83, 'reviews': []}]",243.28,641063000879937,mSuTPIZc,jZFnaUNZf EZFeApuGv,GQzovAuXd,Random Country,2022-02-01T00:00:00.000000+00:00
,clfatsgx,C2YCpPtBjsEoAd,"[{'_id': '728d4w58tqhvupy5d3wk93ax', 'asin': 'QSYQ0QNY62', 'title': 'mTVJHNpssiBXHVyarqJVxvruXazeBs', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.5, 'price': 58.16, 'listPrice': 2.98, 'category_id': 9, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 47, 'reviews': []}, {'_id': 't79sfd6hopain2u95vpedxdm', 'asin': '0LAKLJPTJM', 'title': 'hFFUfWLK jUuxzfdkirfIlJVnexifzcXdXSPnbfzopPH', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 28.66, 'listPrice': 30.31, 'category_id': 43, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 35, 'reviews': []}, {'_id': '066gw7todhbg2b1fgcgvyjn5', 'asin': 'OZYGHQ7HVM', 'title': 'TUbmirpYdNxOcYRFvvLQYjaMaaRiZyKUeDqlBVRvyU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 34.6, 'listPrice': 65.68, 'category_id': 89, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 62, 'reviews': []}, {'_id': 'j043sxoodgu2f2200puqb7sd', 'asin': 'IHTST4IFM3', 'title': 'gWAhnrpLUjNpgoye', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.0, 'price': 13.56, 'listPrice': 125.29, 'category_id': 28, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 74, 'reviews': []}]",470.66,584746094722849,CBXsltiR MxVd,JF CKZCvAQo,QQRSgCvgHsmzgpj,Random Country,2023-03-23T00:00:00.000000+00:00
,qvbmqltq,ixYxbudcUMe3vS,"[{'_id': 'f81d0zqcofk2usqe7471a059', 'asin': 'U7DQKVIJN5', 'title': 'olgkdhMvBSbZXbGaUTIPZcI vLu', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.5, 'price': 32.6, 'listPrice': 121.4, 'category_id': 7, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 25, 'reviews': []}, {'_id': 'k299am3fr6i5m8d3vxbx5sl4', 'asin': 'KQMDFEK3P0', 'title': 'QIhCtYyqzdJOHYDIZjlUDKzRHxKVBthIfhKbHCKwdUsJvGukq', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 42.81, 'listPrice': 83.4, 'category_id': 27, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 48, 'reviews': []}, {'_id': '5u1c0csqwmnhns44g0mjgo5e', 'asin': 'RSDN351C2G', 'title': 'obkMfIjSQIFYJQ KKrhIXbRecT', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.4, 'price': 42.34, 'listPrice': 9.73, 'category_id': 64, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 48, 'reviews': []}]",481.0,167554208792510,NrkwzeZfRz,MaTpAtPrndYmmyPfZyjZJBcUxb,MnLYPDaYvdt,Random Country,2022-12-22T00:00:00.000000+00:00
,yftebalv,t8USqjOFjRWhgD,"[{'_id': '315j3oesftkr0f4ffez16wyb', 'asin': 'X8MQ89CPU4', 'title': 'TDKUMuTFLQuOEHYGiJGZKgVVvszOEshSAnxr', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.0, 'price': 77.85, 'listPrice': 19.16, 'category_id': 88, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 9, 'reviews': []}]",464.97,191441831862427,eYCPNDCM,GTovlMNHVpjHdooupSBoFr,KnpwJcju,Random Country,2022-02-21T00:00:00.000000+00:00
,mniwycck,UU6FakQ0rBxlf3,"[{'_id': 'rxzs1aqcu5rjk6f5gcjitq8w', 'asin': 'T6O2371W4P', 'title': 'HzyVZH KdJrV', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.7, 'price': 11.09, 'listPrice': 24.2, 'category_id': 15, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 65, 'reviews': []}]",426.5,425643842917984,TioOz,NAGhXafTNoHUcfmqBEgePspZpdgS,KjslaBdLlAzNkz,Random Country,2023-08-03T00:00:00.000000+00:00
,jophrwmp,pojOhvG7bPAnot,"[{'_id': 't4oh0bd2cf1n6q7cy9jbeemh', 'asin': 'XG16K7ERZS', 'title': 'PYxuwrzteNNEFteLejfIojrqxSDLcHwIFR', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.4, 'price': 80.8, 'listPrice': 88.94, 'category_id': 55, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 83, 'reviews': []}, {'_id': '4fjd858qpkf0j85ickw4di49', 'asin': 'BELT1VCBM1', 'title': 'pHODcfVyRnYzwOwjjSVqM', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.5, 'price': 11.66, 'listPrice': 100.92, 'category_id': 68, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 99, 'reviews': []}]",499.97,752443806158899,jrKQlRZQbve,AOfnsMfODOQbmgdj,ZyMncZfGNuUlr,Random Country,2022-02-05T00:00:00.000000+00:00
,pqfdztbj,X0VTp4PyPR4WZZ,"[{'_id': '2ys4279zad69n676arctquua', 'asin': 'Q22KAXX1AK', 'title': 'NmTUnXQBHQ vkHnGAZkNWErFKgje DFl', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 43.09, 'listPrice': 18.56, 'category_id': 40, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 46, 'reviews': []}]",302.99,955275105146737,iXrAqvXNMVK,E NHFBRbgHduKCi,TWBbF vCJ,Random Country,2022-09-16T00:00:00.000000+00:00
,qdmpbzob,Bp1rAFBUhybd3W,"[{'_id': 'u31tcq5q7yu3o1lj1f7by17n', 'asin': 'KTRT00BHMQ', 'title': 'vQGVLGqrsgsIIEZFYmhWsdz', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.6, 'price': 82.07, 'listPrice': 4.89, 'category_id': 35, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 14, 'reviews': []}]",57.37,979125045096748,eUfEh,GhvGJQZfRJygobIU,BGosSmE,Random Country,2022-09-23T00:00:00.000000+00:00
,kkagkhgl,9oWVv12TluK5Mq,"[{'_id': '78gyln2ynaey5cf5x0e3wio6', 'asin': 'FVB68IFH2T', 'title': 'TFYHto ZEkcKoMwJnIsZv', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 63.15, 'listPrice': 186.43, 'category_id': 97, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 56, 'reviews': []}, {'_id': 'pms6sib1jegnpvsnm4kdd944', 'asin': 'BVFW2H1TMJ', 'title': 'QIcMitDTuByTnWGRQQnK', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.4, 'price': 65.31, 'listPrice': 133.25, 'category_id': 94, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 43, 'reviews': []}, {'_id': '2dkelbvl41yk1l7wz72tc7by', 'asin': 'CR3R5IKT8U', 'title': 'HfoUBKeNtmQqxMipGeuXtSmly', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.9, 'price': 44.37, 'listPrice': 69.31, 'category_id': 78, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 47, 'reviews': []}, {'_id': 'xtemmt4bl30mj018qcysedy6', 'asin': '285DNSYQY6', 'title': 'kTFvkPCcNcf Q eaIOVZEGIpJBaitLYArVkSZL guGg', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.5, 'price': 59.41, 'listPrice': 19.87, 'category_id': 28, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 7, 'reviews': []}, {'_id': '7reoigm1ds52ebh35ihfzqwl', 'asin': 'M1KC6Q06J3', 'title': 'wXfqMrYLIBGl', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 66.21, 'listPrice': 46.22, 'category_id': 85, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 49, 'reviews': []}]",215.89,651714202028919,FZntloHQzpK,BrTPlrUWKkdupCSUIJxtcd,jVURPV,Random Country,2021-06-05T00:00:00.000000+00:00
,ohlwoftk,ORr3OHgIuEcpGE,"[{'_id': '9fk6i3qypzci4k00hu1c4idy', 'asin': '52QM3PUNFN', 'title': 'uAVXlNJqvDWfcvvwKCnxBCaRUgtwqa', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.1, 'price': 37.8, 'listPrice': 86.47, 'category_id': 62, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 75, 'reviews': []}, {'_id': 'ucjdry8u0h1iw5e9b1qgdnpv', 'asin': 'KSKE51ZS7D', 'title': 'dMIbCqvysCcUqUODXmEcb d dKkx aPnuwbjeoTP', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.7, 'price': 67.12, 'listPrice': 114.12, 'category_id': 38, 'Category': 'Random Category', 'quantity': 2, 'numberOfReviews': 88, 'reviews': []}, {'_id': 'j16i0y79noq1d7u8hvf2vwxq', 'asin': '4XB8YUTKIH', 'title': 'MJPg ykTGdMOVnZrCuzGrLbCRhFMNZEJeAIKPgiMfvEYZPF', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.5, 'price': 80.54, 'listPrice': 100.4, 'category_id': 48, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 34, 'reviews': []}, {'_id': 'jvsfa8monon6uylohxr0xz3y', 'asin': '6XWCMY4HO5', 'title': 'IVDfEgwruYOcg', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 85.41, 'listPrice': 198.22, 'category_id': 14, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 29, 'reviews': []}]",71.09,446304929327265,ABBAwkXWUpy,xMzqdefKqdMZDyyTBqAIFre,mvzuWTEGR,Random Country,2022-09-13T00:00:00.000000+00:00
,oyxtzfgz,yQ1PNkIBV1krbT,"[{'_id': 'ffux81xztx12gwsrf49wrlys', 'asin': 'DMPD8EY4SJ', 'title': 'cPqgtzOKxBKYtL', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.0, 'price': 86.75, 'listPrice': 10.83, 'category_id': 97, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 92, 'reviews': []}]",148.97,962752795863609,AmPVnO,IsWwWSdmtbbGsxKqVLIgRGIL,SUorTjuDBTIn,Random Country,2023-11-12T00:00:00.000000+00:00
,povenntw,3TaRKSDBXwH6QO,"[{'_id': '27n52wyhr85pxgdqgvgs4wcq', 'asin': 'AJX631ADW4', 'title': 'iDQFPLyLinjJABESnCTJCtC', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.3, 'price': 12.01, 'listPrice': 118.16, 'category_id': 52, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 22, 'reviews': []}]",121.63,262955053095465,BtgCbhQINOFjBC,aOVlKnXfGO,DixTdgHFUa,Random Country,2023-03-25T00:00:00.000000+00:00
,qinequzi,28WKZgIeGYxdlK,"[{'_id': 'e4jqgwivjv1ze198tx37e81n', 'asin': 'MUA9Z1IC1Q', 'title': 'injRvbGh nDAzNttYiHJVPsdPBVrmgGUjkeYcRBSRUBtBpPz', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.2, 'price': 28.26, 'listPrice': 135.15, 'category_id': 1, 'Category': 'Random Category', 'quantity': 7, 'numberOfReviews': 33, 'reviews': []}, {'_id': '8z51iqbbf5f6vgdvgj4aux72', 'asin': 'D81EC8VQWL', 'title': 'S ABaAOgUX', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.5, 'price': 53.02, 'listPrice': 150.71, 'category_id': 67, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 87, 'reviews': []}, {'_id': '3mnfkkavfn34vasa3d538is7', 'asin': 'DYZYU4LXW0', 'title': 'mUzJecUaennXnpB', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.1, 'price': 19.52, 'listPrice': 137.12, 'category_id': 65, 'Category': 'Random Category', 'quantity': 4, 'numberOfReviews': 95, 'reviews': []}, {'_id': 'lspguq2lr6ooaxglgm5wqtys', 'asin': '4YXKW13SB5', 'title': 'KClNMKeGgtAHCXOLaXbqQEXLwBZyyALqtoKoXwQYR', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.2, 'price': 69.19, 'listPrice': 179.72, 'category_id': 63, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 87, 'reviews': []}, {'_id': '3x7wq27tvgpt6lg1r9tnhkjv', 'asin': 'SH6RRZLLGL', 'title': 'BcKjFEjWeftbYuWlCaMmqqDCcnBmMnfyxLcSWqjmxIquko', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 92.5, 'listPrice': 150.54, 'category_id': 78, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 76, 'reviews': []}]",122.23,701978885117639,togjZgqdQEpgjM,TLfiXYyUzrpSEpB,dOQlfFOFDrGuD,Random Country,2023-08-12T00:00:00.000000+00:00
,gkwgeukk,miPH6rD3JZotoP,"[{'_id': 'waktbzp0eurtmfwwgck2927m', 'asin': 'CK68AU41L1', 'title': 'OpobdOqLAuNbRzaYpSWuvGlmfVprOYSwO', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.3, 'price': 42.56, 'listPrice': 173.21, 'category_id': 89, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 39, 'reviews': []}, {'_id': '60pyehkbqpn92alqhwkaxji5', 'asin': '8M0IZKRDKC', 'title': 'htjADnHCUrVcuGWkEaXUyZYpqAEwbLUMLaAVYyW', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.5, 'price': 20.4, 'listPrice': 12.4, 'category_id': 37, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 82, 'reviews': []}]",269.84,373011468526494,OhBEzzddV,opkNImjWDVxwjkXaECNdTM,dhlwQA,Random Country,2024-05-31T00:00:00.000000+00:00
,qxnbmamv,nTuFCL6ulsNfNI,"[{'_id': 'ox68p4j7hiu8ya6x35lxjjyp', 'asin': '1S3B6ETFU1', 'title': 'TEkvpYeCXlWtTRIYiigBPhBYIaGsfgncvJdfulYQ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.8, 'price': 53.6, 'listPrice': 84.85, 'category_id': 18, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 5, 'reviews': []}, {'_id': 'i70r4mplrn3nnub91th78uwi', 'asin': 'DQW0BIZPUO', 'title': 'qsAWaZSfxUJosmgTfqznQaBKbaQU', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.2, 'price': 11.38, 'listPrice': 187.7, 'category_id': 96, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 31, 'reviews': []}, {'_id': '8wasqjjinptu3dm2zuqbi273', 'asin': 'EOTVCWB9R4', 'title': 'fYKEInkOsBohNjUdHPcvbEv', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 1.1, 'price': 27.58, 'listPrice': 32.68, 'category_id': 15, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 2, 'reviews': []}, {'_id': '6h0stxavzozqnmkig7u7wc6v', 'asin': 'YOZOX9OA1B', 'title': 'DUOyyHLYuxBVWWNSpPwpARhFGsIZNKyfTKtA', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 4.7, 'price': 75.13, 'listPrice': 43.63, 'category_id': 100, 'Category': 'Random Category', 'quantity': 5, 'numberOfReviews': 92, 'reviews': []}]",95.81,406528565158361,HIaJJeAkrpV,JNwCWIfqIPZ NGouuIlzAjUXmsWPdT,LxQwTyFyMteVQ,Random Country,2021-01-20T00:00:00.000000+00:00
,isunstia,9umEY2vvIrnnlM,"[{'_id': 'rvn7qegs5069hyx4ypsybudv', 'asin': 'VH4DAA3PYE', 'title': 'AzgwphTdHrtfnrFREQXRLQgynOgEQDUZ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.4, 'price': 83.93, 'listPrice': 51.39, 'category_id': 85, 'Category': 'Random Category', 'quantity': 9, 'numberOfReviews': 32, 'reviews': []}, {'_id': 'e1ubswyl72wj7u6oy25lgvc9', 'asin': 'BZLP2JOZTT', 'title': 'DxhYGzRPYBIgCKqsaGt', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.7, 'price': 43.68, 'listPrice': 89.58, 'category_id': 56, 'Category': 'Random Category', 'quantity': 8, 'numberOfReviews': 7, 'reviews': []}, {'_id': 'bnytxxmu1fj7fnp1haoljr6o', 'asin': '1UUOCH2GPP', 'title': 'mcctoyrHZBIEbiQzpVLKPNJcOWCMFfINWy', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 0.3, 'price': 11.29, 'listPrice': 20.34, 'category_id': 64, 'Category': 'Random Category', 'quantity': 1, 'numberOfReviews': 31, 'reviews': []}, {'_id': 'i0dnnhi4s8dj4072b5zb2tfu', 'asin': '575PYGHMT0', 'title': 'QpCwtgufyClx mVVDytBUGCFlrIAJPYxrYK', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.4, 'price': 28.72, 'listPrice': 82.98, 'category_id': 35, 'Category': 'Random Category', 'quantity': 3, 'numberOfReviews': 60, 'reviews': []}]",78.21,969561796424660,AHOdLaJMnjevtWT,fjpKYTLhasmktd,zlqKWS,Random Country,2024-02-20T00:00:00.000000+00:00
,oxgouxgr,EbUWcNsIFFxwUK,"[{'_id': 'xcr8lnb3hrfbj0s2n4v1jwpl', 'asin': 'J34HRBJTMH', 'title': 'JZQNazzezwezQdiIaQnooXyiIURtIztoshFysama qodS', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 2.6, 'price': 20.89, 'listPrice': 95.0, 'category_id': 70, 'Category': 'Random Category', 'quantity': 6, 'numberOfReviews': 29, 'reviews': []}, {'_id': '0tmmwt3dar68dxqfrg7diaui', 'asin': 'UTDGPEIEEG', 'title': 'bABcByZisIbgtCXcRvxYNLLMHTmIKgHdhdbsZCarBETqZ', 'imgUrl': 'https://www.example.com/image.jpg', 'productURL': 'https://www.example.com/product', 'stars': 3.5, 'price': 79.0, 'listPrice': 97.79, 'category_id': 70, 'Category': 'Random Category', 'quantity': 10, 'numberOfReviews': 53, 'reviews': []}]",283.8,999872898672653,GK bUk,JEFUl mJiNqWfjbQWBbdmAUrJgO,vpXlkyY,Random Country,2022-09-15T00:00:00.000000+00:00
